We	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
implemented	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
a	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
two	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
step	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
approach	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
to	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
detect	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
potential	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
predictor	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
gene	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
variants	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
for	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
neuroleptic	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
induced	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
tardive	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
dyskinesia	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
TD	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
in	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
schizophrenic	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
subjects	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
First	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
we	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
screened	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
associations	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
by	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
using	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
a	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
genome	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
wide	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
Illumina	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
HumanHapCNV370	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
SNP	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
array	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
in	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
61	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
Japanese	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
schizophrenia	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
patients	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
with	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
treatment	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
resistant	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
